,title,overview,genres
8702,La Dolce Vita,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.","Comedy ,Drama"
8703,French Kiss,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.","Comedy ,Romance"
8704,Raising Arizona,"When a childless couple—an ex-con and an ex-cop—take one of a wealthy family’s quintuplets to raise as their own, their lives grow more complicated than anticipated.","Comedy ,Crime"
8705,Bride of Frankenstein,"Dr. Frankenstein and his monster both turn out to be alive after being attacked by an angry mob. The now-chastened scientist attempts to escape his past, but a former mentor forces him to assist with the creation of a new creature.","Horror ,Science Fiction"
8706,Star Trek: Insurrection,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.","Science Fiction ,Action ,Adventure ,Thriller"
8707,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.","Science Fiction ,Action ,Adventure ,Thriller"
8708,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,"Science Fiction ,Action ,Adventure ,Thriller"
8709,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.","Drama ,Thriller ,Crime ,Mystery"
8710,The Big Blue,"Childhood friends Jacques and Enzo share a passion for the danger of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men. As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful American insurance investigator, and finds that he must choose between his love for her and his love of the sea.","Romance ,Adventure ,Drama"
8711,Project Gamma Ray,"Very Voluptuous Scream queens Zoe Hunter and Rebecca Anderson star as two intelligent women who encounter danger and suspense in a remote wilderness. Zoe portrays Dr. Alison Palmer, a brilliant scientist who invents a device that can instantly transport people to any location on Earth. Rebecca portrays a helpful Air Force Colonel who supports Alison’s research. But what happens when this Top Secret device gets into the wrong hands? Alison and the Colonel embark on a frightening adventure as they confront a hostile environment and a dangerous criminal. Both women are attacked by deadly vines and end up running through the woods dressed only in their underwear!",Science Fiction
8712,Space Cop,"Space Cop is the story of a cop from the future of space who travels back in time to the present and is teamed up with a cop from the past who is unfrozen in the present. Together, they must defeat evil aliens with a sinister plan.","Comedy ,Science Fiction ,Action"
8713,Wile E. Coyote and Road Runner,Classic Looney Tunes Cartoons,
8714,Bugs Bunny und Co. - Vol. 3,,"Family ,Animation"
8715,Looney Tunes Collector's Choice: Volume 2,"1.	Behind the Meat-Ball 2.	Brother Brat 3.	Catty Cornered 4.	Cross Country Detours 5.	Daffy's Southern Exposure 6.	Ding Dog Daddy 7.	The Eager Beaver 8.	Fair and Worm-er 9.	Fin 'n' Catty 10.	From Hand to Mouse 11.	Ghost Wanted 12.	Greetings Bait 13.	Hamateur Night 14.	Hare-Breadth Hurry 15.	A Hick a Slick and a Chick 16.	Hiss and Make Up 17.	A Hound for Trouble 18.	I Wanna Be a Sailor 19.	The Leghorn Blows at Midnight 20.	Lickety-Splat 21.	One Meat Brawl 22.	The Penguin Parade 23.	Rabbit Rampage 24.	The Rebel Without Claws 25.	The Wacky Worm",
8716,Megamind vs. the Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon.","Animation ,Comedy ,Science Fiction"
8717,We Are Wolves,"When Fenix, a lost soul craving something more, tries to re-join her chosen family, to prove her worth, she must play some very dangerous games.",Thriller
8718,Out of Milk,A touching and funny interpretation of the adult world through the eyes of a child.,"Comedy ,Romance"
8719,The Conference,A ragtag group of public sector employees battle not only their own discord but also a bloodthirsty killer during a seemingly innocuous retreat.,"Horror ,Comedy"
8720,The Yakuza Principal 2,"After successfully saving his newly acquired daycare center, “Little Chicks Family”, Junji is met with yet another issue. A member of the rival yakuza family, the Yashiki, begins to work in the shadows against him. Will Junji be able to foil Yashiki's plot to overthrow the Okawa Family, all while taking care of four kids?",Comedy
8721,Germans in the Woods,Army infantryman Joseph Robertson discusses a deadly confrontation during World War II that continued to haunt him throughout his life.,"Animation ,Documentary"
8722,Inside Pandora's Box: Capturing Pandora,"James Cameron’s approach to performance capture has the cast performing in a volume rigged with infrared cameras to capture their movement, and head rig cameras to capture emotion on their faces with only the boundaries of imagination to limit them.",Documentary
8723,Extraordinary Rescue,"Military instructor Zhang Zhen becomes embroiled in a murder case, forcing him to go on the run. With help, he finds a survivor and investigates, uncovering connections to human trafficking and a military group while seeking the truth.","Action ,Thriller ,Crime"
8724,Monster of The Deep,"Since witnessing the death of his wife in a shipwreck, Zhang Yang, who has spent half of his life at sea, vowed never to set foot in the ocean again. However, on his daughter's 12th birthday, Zhang Yang, who could not resist his best friend's persuasion to fulfil his daughter's wish, broke his vow and participated in a sea smuggling and embarked on an ocean liner that was no different from a steel prison. At the same time, a horrible accident happened, a deep sea monster that has never been seen before has escaped from the ship's laboratory. With the genes of the natural predator, the human on board launched a merciless hunt, will all be put to the test of survival.  (Source: iQiyi)","Action ,Science Fiction ,Thriller ,Horror"
